Flag,Short_Name,Full_Name
1,B16005e5,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e6,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e7,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e8,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e9,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
1,B16005e10,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e11,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e12,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e13,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e14,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
1,B16005e15,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e16,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e17,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e18,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e19,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Population 5 years and over -- (Estimate)
1,B16005e20,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e21,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e22,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e23,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e24,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Foreign born: Population 5 years and over -- (Estimate)
1,B16005e25,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Foreign born: Speak only English: Population 5 years and over -- (Estimate)
1,B16005e26,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Population 5 years and over -- (Estimate)
1,B16005e27,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e28,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e29,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e30,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e31,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Population 5 years and over -- (Estimate)
1,B16005e32,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e33,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e34,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e35,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other Indo-European languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e36,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Population 5 years and over -- (Estimate)
1,B16005e37,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e38,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e39,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e40,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Asian and Pacific Island languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005e41,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Population 5 years and over -- (Estimate)
1,B16005e42,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""very well"": Population 5 years and over -- (Estimate)"
1,B16005e43,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""well"": Population 5 years and over -- (Estimate)"
1,B16005e44,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""not well"": Population 5 years and over -- (Estimate)"
1,B16005e45,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Speak English ""not at all"": Population 5 years and over -- (Estimate)"
1,B16005Ae1,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Total: White alone population 5 years and over -- (Estimate)
1,B16005Ae2,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Native: White alone population 5 years and over -- (Estimate)
1,B16005Ae3,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Native: Speak only English: White alone population 5 years and over -- (Estimate)
1,B16005Ae4,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Speak another language: White alone population 5 years and over -- (Estimate)
1,B16005Ae5,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Speak another language: Speak English ""very well"": White alone population 5 years and over -- (Estimate)"
1,B16005Ae6,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Speak another language: Speak English less than ""very well"": White alone population 5 years and over -- (Estimate)"
1,B16005Ae7,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Foreign born: White alone population 5 years and over -- (Estimate)
1,B16005Ae8,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Foreign born: Speak only English: White alone population 5 years and over -- (Estimate)
1,B16005Ae9,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Speak another language: White alone population 5 years and over -- (Estimate)
1,B16005Ae10,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Speak another language: Speak English ""very well"": White alone population 5 years and over -- (Estimate)"
1,B16005Ae11,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE): Speak another language: Speak English less than ""very well"": White alone population 5 years and over -- (Estimate)"
1,B16005Be1,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be2,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Native: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be3,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Native: Speak only English: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be4,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Speak another language: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be5,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Speak another language: Speak English ""very well"": Black or African American alone population 5 years and over -- (Estimate)"
1,B16005Be6,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Speak another language: Speak English less than ""very well"": Black or African American alone population 5 years and over -- (Estimate)"
1,B16005Be7,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be8,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Foreign born: Speak only English: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be9,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Speak another language: Black or African American alone population 5 years and over -- (Estimate)
1,B16005Be10,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Speak another language: Speak English ""very well"": Black or African American alone population 5 years and over -- (Estimate)"
1,B16005Be11,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Speak another language: Speak English less than ""very well"": Black or African American alone population 5 years and over -- (Estimate)"
1,B16005He1,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He2,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Native: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He3,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Native: Speak only English: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He4,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Speak another language: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He5,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Speak another language: Speak English ""very well"": White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He6,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Speak another language: Speak English less than ""very well"": White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He7,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Foreign born: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He8,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Foreign born: Speak only English: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He9,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Speak another language: White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He10,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Speak another language: Speak English ""very well"": White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005He11,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Speak another language: Speak English less than ""very well"": White alone, not Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005Ie1,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Total: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie2,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Native: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie3,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Native: Speak only English: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie4,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Speak another language: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie5,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Speak another language: Speak English ""very well"": Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005Ie6,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Speak another language: Speak English less than ""very well"": Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005Ie7,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Foreign born: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie8,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Foreign born: Speak only English: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie9,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Speak another language: Hispanic or Latino population 5 years and over -- (Estimate)
1,B16005Ie10,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Speak another language: Speak English ""very well"": Hispanic or Latino population 5 years and over -- (Estimate)"
1,B16005Ie11,"NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER (HISPANIC OR LATINO): Speak another language: Speak English less than ""very well"": Hispanic or Latino population 5 years and over -- (Estimate)"
1,B17001e1,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Total: Population for whom poverty status is determined -- (Estimate)
1,B17001e2,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Income in the past 12 months below poverty level: Population for whom poverty status is determined -- (Estimate)
1,B17001e31,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Income in the past 12 months at or above poverty level: Population for whom poverty status is determined -- (Estimate)
1,B17001Ae1,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE): Total: White alone population for whom poverty status is determined -- (Estimate)
1,B17001Ae2,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE): Income in the past 12 months below poverty level: White alone population for whom poverty status is determined -- (Estimate)
1,B17001Ae31,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE): Income in the past 12 months at or above poverty level: White alone population for whom poverty status is determined -- (Estimate)
1,B17001Be1,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population for whom poverty status is determined -- (Estimate)
1,B17001Be2,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months below poverty level: Black or African American alone population for whom poverty status is determined -- (Estimate)
1,B17001Be31,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: Black or African American alone population for whom poverty status is determined -- (Estimate)
1,B17001Ge31,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: Two or more races population for whom poverty status is determined -- (Estimate)
1,B17001He1,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
1,B17001He2,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
1,B17001He31,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
1,B17001Ie1,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO): Total: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
1,B17001Ie2,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
1,B17001Ie31,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
1,B19001e1,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: Households -- (Estimate)
1,B19001e2,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: Less than $10,000: Households -- (Estimate)"
1,B19001e3,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $10,000 to $14,999: Households -- (Estimate)"
1,B19001e4,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $15,000 to $19,999: Households -- (Estimate)"
1,B19001e5,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $20,000 to $24,999: Households -- (Estimate)"
1,B19001e6,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $25,000 to $29,999: Households -- (Estimate)"
1,B19001e7,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $30,000 to $34,999: Households -- (Estimate)"
1,B19001e8,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $35,000 to $39,999: Households -- (Estimate)"
1,B19001e9,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $40,000 to $44,999: Households -- (Estimate)"
1,B19001e10,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $45,000 to $49,999: Households -- (Estimate)"
1,B19001e11,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $50,000 to $59,999: Households -- (Estimate)"
1,B19001e12,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $60,000 to $74,999: Households -- (Estimate)"
1,B19001e13,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $75,000 to $99,999: Households -- (Estimate)"
1,B19001e14,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $100,000 to $124,999: Households -- (Estimate)"
1,B19001e15,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $125,000 to $149,999: Households -- (Estimate)"
1,B19001e16,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $150,000 to $199,999: Households -- (Estimate)"
1,B19001e17,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS): Total: $200,000 or more: Households -- (Estimate)"
1,B19001Ae1,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: Households with a householder who is White alone -- (Estimate)
1,B19001Ae2,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: Less than $10,000: Households with a householder who is White alone -- (Estimate)"
1,B19001Ae3,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER): Total: $10,000 to $14,999: Households with a householder who is White alone -- (Estimate)"
