Short_Name,Full_Name
B17020Be6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months below poverty level: 18 to 59 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months below poverty level: 60 to 74 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months below poverty level: 75 to 84 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months below poverty level: 85 years and over: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: Under 6 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: 6 to 11 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be13,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: 12 to 17 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be14,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: 18 to 59 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be15,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: 60 to 74 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be16,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: 75 to 84 years: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Be17,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE): Income in the past 12 months at or above poverty level: 85 years and over: Black or African American alone population for whom poverty status is determined -- (Estimate)
B17020Ce1,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce2,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce3,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: Under 6 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce4,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: 6 to 11 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce5,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: 12 to 17 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: 18 to 59 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: 60 to 74 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: 75 to 84 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months below poverty level: 85 years and over: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: Under 6 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: 6 to 11 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce13,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: 12 to 17 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce14,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: 18 to 59 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce15,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: 60 to 74 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce16,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: 75 to 84 years: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020Ce17,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Income in the past 12 months at or above poverty level: 85 years and over: American Indian and Alaska Native alone population for whom poverty status is determined -- (Estimate)
B17020De1,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Total: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De2,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De3,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: Under 6 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De4,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: 6 to 11 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De5,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: 12 to 17 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: 18 to 59 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: 60 to 74 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: 75 to 84 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months below poverty level: 85 years and over: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: Under 6 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: 6 to 11 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De13,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: 12 to 17 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De14,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: 18 to 59 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De15,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: 60 to 74 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De16,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: 75 to 84 years: Asian alone population for whom poverty status is determined -- (Estimate)
B17020De17,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE): Income in the past 12 months at or above poverty level: 85 years and over: Asian alone population for whom poverty status is determined -- (Estimate)
B17020Ee1,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee2,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee3,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: Under 6 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee4,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: 6 to 11 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee5,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: 12 to 17 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: 18 to 59 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: 60 to 74 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: 75 to 84 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months below poverty level: 85 years and over: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: Under 6 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: 6 to 11 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee13,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: 12 to 17 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee14,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: 18 to 59 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee15,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: 60 to 74 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee16,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: 75 to 84 years: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Ee17,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Income in the past 12 months at or above poverty level: 85 years and over: Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined -- (Estimate)
B17020Fe1,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Total: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe2,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe3,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: Under 6 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe4,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: 6 to 11 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe5,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: 12 to 17 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: 18 to 59 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: 60 to 74 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: 75 to 84 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months below poverty level: 85 years and over: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: Under 6 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: 6 to 11 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe13,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: 12 to 17 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe14,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: 18 to 59 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe15,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: 60 to 74 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe16,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: 75 to 84 years: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Fe17,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE): Income in the past 12 months at or above poverty level: 85 years and over: Some other race alone population for whom poverty status is determined -- (Estimate)
B17020Ge1,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Total: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge2,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge3,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: Under 6 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge4,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: 6 to 11 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge5,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: 12 to 17 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: 18 to 59 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: 60 to 74 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: 75 to 84 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months below poverty level: 85 years and over: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: Under 6 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: 6 to 11 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge13,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: 12 to 17 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge14,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: 18 to 59 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge15,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: 60 to 74 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge16,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: 75 to 84 years: Two or more races population for whom poverty status is determined -- (Estimate)
B17020Ge17,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES): Income in the past 12 months at or above poverty level: 85 years and over: Two or more races population for whom poverty status is determined -- (Estimate)
B17020He1,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He2,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He3,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: Under 6 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He4,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: 6 to 11 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He5,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: 12 to 17 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He6,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: 18 to 59 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He7,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: 60 to 74 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He8,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: 75 to 84 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He9,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months below poverty level: 85 years and over: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He10,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He11,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: Under 6 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He12,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 6 to 11 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He13,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 12 to 17 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He14,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 18 to 59 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He15,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 60 to 74 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He16,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 75 to 84 years: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020He17,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 85 years and over: White alone, not Hispanic or Latino population for whom poverty status is determined -- (Estimate)"
B17020Ie1,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Total: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie2,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie3,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: Under 6 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie4,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: 6 to 11 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie5,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: 12 to 17 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie6,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: 18 to 59 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie7,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: 60 to 74 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie8,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: 75 to 84 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie9,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months below poverty level: 85 years and over: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie10,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie11,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: Under 6 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
B17020Ie12,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO): Income in the past 12 months at or above poverty level: 6 to 11 years: Hispanic or Latino population for whom poverty status is determined -- (Estimate)
